Country,Year,GHG,GHG_Cum,Population,Final_Rank
Kuwait,2009,188.17,2715.4897,2881243,32
Kuwait,2010,187.29,2902.7787,3059473,32
Kuwait,2011,192.33,3095.1087,3239181,32
Kuwait,2012,196.93,3292.0405,3419581,32
Kuwait,2013,195.78,3487.8208,3593689,32
Libya,1990,93.90,93.9033,4398419,38
Libya,1991,91.26,185.1671,4499210,38
Libya,1992,88.31,273.4752,4596811,38
Libya,1993,89.01,362.4895,4691934,38
Libya,1994,94.34,456.8249,4785488,38
Libya,1995,96.14,552.9654,4878202,38
Libya,1996,98.42,651.3855,4970391,38
Libya,1997,98.11,749.4997,5062160,38
Libya,1998,99.60,849.0959,5153764,38
Libya,1999,98.09,947.1832,5245414,38
Libya,2000,99.96,1047.1448,5337264,38
Libya,2001,103.77,1150.9137,5428303,38
Libya,2002,108.57,1259.4854,5518341,38
Libya,2003,111.37,1370.8585,5609166,38
Libya,2004,115.08,1485.9383,5703224,38
Libya,2005,121.14,1607.0765,5801543,38
Libya,2006,123.41,1730.4817,5907149,38
Libya,2007,122.68,1853.1618,6017794,38
Libya,2008,129.75,1982.9104,6123022,38
Libya,2009,134.23,2117.1428,6208680,38
Libya,2010,139.58,2256.7229,6265697,38
Libya,2011,119.12,2375.8444,6288652,38
Libya,2012,131.88,2507.7249,6283403,38
Libya,2013,133.01,2640.7361,6265987,38
Malaysia,1990,103.21,103.214,18211097,27
Malaysia,1991,112.42,215.6311,18709835,27
Malaysia,1992,120.11,335.739,19204700,27
Malaysia,1993,123.89,459.6241,19700762,27
Malaysia,1994,131.00,590.628,20205992,27
Malaysia,1995,139.22,729.8494,20725374,27
Malaysia,1996,152.76,882.6088,21260881,27
Malaysia,1997,161.50,1044.105,21808125,27
Malaysia,1998,162.85,1206.9505,22358128,27
Malaysia,1999,172.45,1379.4019,22898579,27
Malaysia,2000,183.39,1562.792,23420751,27
Malaysia,2001,191.26,1754.0513,23920963,27
Malaysia,2002,202.38,1956.4337,24401977,27
Malaysia,2003,212.03,2168.4669,24869423,27
Malaysia,2004,227.33,2395.7922,25332026,27
Malaysia,2005,239.31,2635.1026,25796124,27
Malaysia,2006,246.03,2881.1318,26263048,27
Malaysia,2007,264.48,3145.6083,26730607,27
Malaysia,2008,279.23,3424.8376,27197419,27
Malaysia,2009,261.03,3685.8628,27661017,27
Malaysia,2010,279.36,3965.2211,28119500,27
Malaysia,2011,280.65,4245.8729,28572970,27
Malaysia,2012,283.43,4529.305,29021940,27
Malaysia,2013,303.15,4832.4568,29465372,27
Mexico,1990,426.66,426.6553,85609404,9
Mexico,1991,447.05,873.7091,87347208,9
Mexico,1992,453.38,1327.0929,89110043,9
Mexico,1993,468.25,1795.3464,90887097,9
Mexico,1994,496.99,2292.3348,92663664,9
Mexico,1995,479.78,2772.11,94426946,9
Mexico,1996,502.83,3274.9358,96181710,9
Mexico,1997,532.90,3807.8381,97925825,9
Mexico,1998,562.57,4370.4041,99632299,9
Mexico,1999,552.93,4923.3348,101266570,9
Mexico,2000,583.64,5506.9731,102808590,9
Mexico,2001,592.60,6099.5683,104239563,9
Mexico,2002,606.82,6706.3864,105578297,9
Mexico,2003,634.44,7340.8283,106888418,9
Mexico,2004,651.09,7991.9204,108257822,9
Mexico,2005,681.59,8673.5121,109747906,9
Mexico,2006,699.75,9373.2592,111382857,9
Mexico,2007,713.77,10087.0259,113139374,9
Mexico,2008,728.87,10815.8967,114972821,9
Mexico,2009,716.50,11532.3965,116815612,9
Mexico,2010,725.74,12258.1338,118617542,9
Mexico,2011,742.14,13000.2787,120365271,9
Mexico,2012,741.12,13741.3937,122070963,9
Mexico,2013,733.01,14474.4041,123740109,9
Netherlands,1990,197.24,197.2425,14951510,26
Netherlands,1991,204.67,401.9155,15069798,26
Netherlands,1992,203.33,605.2418,15184166,26
Netherlands,1993,208.10,813.3411,15290368,26
Netherlands,1994,208.19,1021.5301,15382838,26
Netherlands,1995,215.52,1237.0509,15459006,26
Netherlands,1996,223.50,1460.5485,15530498,26
Netherlands,1997,214.12,1674.6674,15610650,26
Netherlands,1998,212.56,1887.2261,15707209,26
Netherlands,1999,206.06,2093.2901,15812088,26
Netherlands,2000,204.68,2297.9664,15925513,26
Netherlands,2001,208.51,2506.4774,16046180,26
Netherlands,2002,206.65,2713.1292,16148929,26
Netherlands,2003,207.89,2921.0145,16225302,26
Netherlands,2004,208.51,3129.5269,16281779,26
Netherlands,2005,203.00,3332.5293,16319868,26
Netherlands,2006,197.53,3530.0611,16346101,26
Netherlands,2007,197.10,3727.1648,16381696,26
Netherlands,2008,197.45,3924.6163,16445593,26
Netherlands,2009,191.12,4115.732,16530388,26
Netherlands,2010,200.33,4316.0623,16615394,26
Netherlands,2011,188.50,4504.56,16693074,26
Netherlands,2012,186.96,4691.5206,16754962,26
Netherlands,2013,186.78,4878.2981,16804432,26
Nigeria,1990,200.79,200.7855,95617345,23
Nigeria,1991,210.31,411.0925,98085436,23
Nigeria,1992,222.00,633.0946,100592458,23
Nigeria,1993,221.36,854.4529,103145093,23
Nigeria,1994,218.80,1073.253,105753088,23
Nigeria,1995,220.88,1294.1293,108424822,23
Nigeria,1996,230.55,1524.6791,111164651,23
Nigeria,1997,231.92,1756.5941,113975055,23
Nigeria,1998,231.02,1987.619,116860691,23
Nigeria,1999,232.77,2220.3859,119826231,23
Nigeria,2000,237.85,2458.2325,122876723,23
Nigeria,2001,251.88,2710.1097,126014935,23
Nigeria,2002,256.49,2966.6021,129246283,23
Nigeria,2003,263.58,3230.1798,132581484,23
Nigeria,2004,267.43,3497.6111,136033321,23
Nigeria,2005,284.65,3782.2618,139611303,23
Nigeria,2006,278.70,4060.9592,143318011,23
Nigeria,2007,277.38,4338.3353,147152502,23
Nigeria,2008,280.82,4619.1531,151115683,23
Nigeria,2009,262.30,4881.4536,155207145,23
Nigeria,2010,283.56,5165.0101,159424742,23
Nigeria,2011,297.40,5462.4108,163770669,23
Nigeria,2012,301.44,5763.8541,168240403,23
Nigeria,2013,304.06,6067.9178,172816517,23
Oman,1990,39.86,39.8603,1812159,41
Oman,1991,45.45,85.3095,1892345,41
Oman,1992,45.64,130.9465,1979914,41
Oman,1993,46.21,177.1529,2066264,41
Oman,1994,47.34,224.4947,2139539,41
Oman,1995,50.50,274.9995,2191864,41
Oman,1996,51.92,326.9172,2219768,41
Oman,1997,54.53,381.4459,2227596,41
Oman,1998,55.80,437.2425,2224922,41
Oman,1999,60.15,497.394,2225481,41
Oman,2000,63.43,560.8202,2239403,41
Oman,2001,65.45,626.2677,2272547,41
Oman,2002,66.37,692.6376,2323203,41
Oman,2003,66.63,759.2716,2385075,41
Oman,2004,65.68,824.9526,2448194,41
Oman,2005,64.88,889.834,2506891,41
Oman,2006,73.93,963.7617,2553376,41
Oman,2007,78.02,1041.7866,2593750,41
Oman,2008,77.50,1119.2859,2652281,41
Oman,2009,80.70,1199.982,2762073,41
Oman,2010,84.61,1284.5872,2943747,41
Oman,2011,91.47,1376.0547,3210003,41
Oman,2012,96.33,1472.3858,3545192,41
Oman,2013,101.79,1574.1753,3906912,41
Pakistan,1990,154.16,154.1644,107607639,24
Pakistan,1991,155.06,309.2197,110634399,24
Pakistan,1992,164.28,473.495,113616165,24
Pakistan,1993,173.93,647.4236,116579605,24
Pakistan,1994,178.61,826.0381,119564925,24
Pakistan,1995,189.07,1015.1103,122599749,24
Pakistan,1996,196.61,1211.7214,125697651,24
Pakistan,1997,203.19,1414.916,128845692,24
Pakistan,1998,207.04,1621.9529,132013680,24
Pakistan,1999,219.28,1841.2342,135158132,24
Pakistan,2000,221.07,2062.3084,138250487,24
Pakistan,2001,224.47,2286.7789,141282077,24
Pakistan,2002,230.61,2517.3881,144271586,24
Pakistan,2003,238.70,2756.091,147251530,24
Pakistan,2004,255.85,3011.9447,150267989,24
Pakistan,2005,264.09,3276.032,153356383,24
Pakistan,2006,282.96,3558.9871,156524189,24
Pakistan,2007,299.47,3858.4539,159767672,24
Pakistan,2008,302.50,4160.9492,163096985,24
Pakistan,2009,312.41,4473.3565,166520983,24
Pakistan,2010,307.18,4780.5321,170043918,24
Pakistan,2011,314.15,5094.6774,173669648,24
Pakistan,2012,317.13,5411.8079,177392252,24
Pakistan,2013,326.77,5738.5819,181192646,24
Philippines,1990,90.10,90.0956,61947340,35
Philippines,1991,90.05,180.1445,63509940,35
Philippines,1992,92.80,272.9436,65078901,35
Philippines,1993,97.94,370.8843,66654954,35
Philippines,1994,105.30,476.1842,68240134,35
Philippines,1995,117.32,593.4998,69835713,35
Philippines,1996,125.95,719.448,71437381,35
Philippines,1997,134.60,854.0467,73042605,35
Philippines,1998,128.83,982.8717,74656228,35
Philippines,1999,133.26,1116.1315,76285225,35
Philippines,2000,134.86,1250.9921,77932247,35
Philippines,2001,134.06,1385.0558,79604541,35
Philippines,2002,136.03,1521.0907,81294378,35
Philippines,2003,139.17,1660.2623,82971734,35
Philippines,2004,142.80,1803.0582,84596249,35
Philippines,2005,144.31,1947.3633,86141373,35
Philippines,2006,137.15,2084.5145,87592899,35
Philippines,2007,142.98,2227.4964,88965508,35
Philippines,2008,146.37,2373.8643,90297115,35
Philippines,2009,148.73,2522.5944,91641881,35
Philippines,2010,154.97,2677.5605,93038902,35
Philippines,2011,156.80,2834.3625,94501233,35
Philippines,2012,161.62,2995.9789,96017322,35
Philippines,2013,171.60,3167.5833,97571676,35
Poland,1990,426.28,426.2837,38110782,17
Poland,1991,425.53,851.8155,38246193,17
Poland,1992,415.30,1267.1173,38363667,17
Poland,1993,415.49,1682.6045,38461408,17
Poland,1994,411.06,2093.6679,38542652,17
Poland,1995,411.29,2504.9556,38594998,17
Poland,1996,425.98,2930.938,38624370,17
Poland,1997,415.77,3346.7079,38649660,17
Poland,1998,387.86,3734.5696,38663481,17
Poland,1999,377.28,4111.8461,38660271,17
Poland,2000,362.27,4474.1113,38258629,17
Poland,2001,359.04,4833.1538,38248076,17
Poland,2002,352.06,5185.2128,38230364,17
Poland,2003,363.79,5548.9979,38204570,17
Poland,2004,367.60,5916.5957,38182222,17
Poland,2005,368.17,6284.766,38165445,17
Poland,2006,380.66,6665.4274,38141267,17
Poland,2007,380.04,7045.4711,38120560,17
Poland,2008,373.74,7419.212,38125759,17
Poland,2009,360.76,7779.9739,38151603,17
Poland,2010,376.47,8156.4444,38042794,17
Poland,2011,373.77,8530.2132,38063255,17
Poland,2012,366.53,8896.7473,38063164,17
Poland,2013,361.19,9257.9378,38040196,17
Romania,1990,237.67,237.671,23201835,31
Romania,1991,201.10,438.773,23001155,31
Romania,1992,181.74,620.5141,22794284,31
Romania,1993,169.41,789.9281,22763280,31
Romania,1994,164.95,954.881,22730211,31
Romania,1995,167.85,1122.7344,22684270,31
Romania,1996,170.07,1292.8006,22619004,31
Romania,1997,158.74,1451.5394,22553978,31
Romania,1998,143.11,1594.6527,22507344,31
Romania,1999,127.25,1721.8989,22472040,31
Romania,2000,129.20,1851.1008,22442971,31
Romania,2001,133.80,1984.897,22131970,31
Romania,2002,132.15,2117.0518,21730496,31
Romania,2003,138.35,2255.3995,21574326,31
Romania,2004,135.81,2391.2123,21451748,31
Romania,2005,134.78,2525.9918,21319685,31
Romania,2006,137.68,2663.6674,21193760,31
Romania,2007,135.48,2799.1522,20882982,31
Romania,2008,135.04,2934.1917,20537875,31
Romania,2009,119.42,3053.6161,20367487,31
Romania,2010,115.91,3169.5241,20246871,31
Romania,2011,121.05,3290.5782,20147528,31
Romania,2012,118.62,3409.202,20058035,31
Romania,2013,109.49,3518.6871,19983693,31
Saudi Arabia,1990,187.52,187.5226,16361453,19
Saudi Arabia,1991,209.13,396.6545,16890555,19
Saudi Arabia,1992,223.30,619.9558,17398523,19
Saudi Arabia,1993,231.17,851.1268,17890529,19
Saudi Arabia,1994,244.68,1095.8072,18373412,19
Saudi Arabia,1995,249.09,1344.8944,18853670,19
Saudi Arabia,1996,262.21,1607.1084,19331311,19
Saudi Arabia,1997,244.54,1851.6518,19809633,19
Saudi Arabia,1998,261.37,2113.0265,20302193,19
Saudi Arabia,1999,266.64,2379.6692,20825955,19
Saudi Arabia,2000,278.01,2657.6827,21392273,19
Saudi Arabia,2001,283.59,2941.2702,22007937,19
Saudi Arabia,2002,302.33,3243.5967,22668102,19
Saudi Arabia,2003,315.73,3559.3281,23357887,19
Saudi Arabia,2004,333.57,3892.8983,24055573,19
Saudi Arabia,2005,350.70,4243.6008,24745230,19
Saudi Arabia,2006,370.41,4614.0077,25419994,19
Saudi Arabia,2007,389.77,5003.779,26083522,19
Saudi Arabia,2008,420.99,5424.7691,26742842,19
Saudi Arabia,2009,443.26,5868.0308,27409491,19
Saudi Arabia,2010,485.11,6353.145,28090647,19
Saudi Arabia,2011,504.29,6857.4333,28788438,19
Saudi Arabia,2012,538.13,7395.5594,29496047,19
Saudi Arabia,2013,546.82,7942.3775,30201051,19
South Africa,1990,307.21,307.2053,35200000,16
South Africa,1991,302.95,610.154,35933108,16
South Africa,1992,299.79,909.9419,36690739,16
South Africa,1993,308.16,1218.1065,37473796,16
South Africa,1994,314.03,1532.1367,38283223,16
South Africa,1995,326.92,1859.0612,39120000,16
South Africa,1996,338.44,2197.5024,40000247,16
South Africa,1997,354.40,2551.9061,40926063,16
South Africa,1998,363.24,2915.1507,41899683,16
South Africa,1999,345.57,3260.7236,42923485,16
South Africa,2000,352.49,3613.2181,44000000,16
South Africa,2001,389.31,4002.5281,44909738,16
South Africa,2002,401.82,4404.3516,45448096,16
South Africa,2003,422.60,4826.9533,46034026,16
South Africa,2004,450.88,5277.8344,46641103,16
South Africa,2005,450.61,5728.4414,47270063,16
South Africa,2006,452.38,6180.8257,47921682,16
South Africa,2007,471.98,6652.8062,48596781,16
South Africa,2008,505.50,7158.305,49296223,16
South Africa,2009,482.07,7640.3779,50020918,16
South Africa,2010,489.86,8130.2331,50771826,16
South Africa,2011,478.85,8609.0848,51549958,16
South Africa,2012,493.10,9102.1831,52356381,16
South Africa,2013,510.24,9612.4208,53192216,16
Spain,1990,271.71,271.7052,38850435,18
Spain,1991,278.79,550.4999,38939049,18
Spain,1992,289.63,840.1306,39067745,18
Spain,1993,276.50,1116.6305,39189400,18
Spain,1994,287.80,1404.4296,39294967,18
Spain,1995,300.58,1705.0046,39387017,18
Spain,1996,293.29,1998.2973,39478186,18
Spain,1997,314.18,2312.4773,39582413,18
Spain,1998,326.25,2638.725,39721108,18
Spain,1999,350.16,2988.8816,39926268,18
Spain,2000,367.69,3356.575,40263216,18
Spain,2001,369.31,3725.8898,40756001,18
Spain,2002,386.95,4112.8373,41431558,18
Spain,2003,394.02,4506.8595,42187645,18
Spain,2004,409.87,4916.7321,42921895,18
Spain,2005,423.72,5340.4535,43653155,18
Spain,2006,417.28,5757.734,44397319,18
Spain,2007,431.88,6189.6096,45226803,18
Spain,2008,394.27,6583.877,45954106,18
Spain,2009,354.88,6938.7573,46362946,18
Spain,2010,340.04,7278.7948,46576897,18
Spain,2011,339.80,7618.59,46742697,18
Spain,2012,331.78,7950.368,46773055,18
Spain,2013,306.61,8256.9797,46620045,18
Thailand,1990,152.03,152.0323,56582824,22
Thailand,1991,163.89,315.9212,57225972,22
Thailand,1992,176.13,492.0473,57761574,22
Thailand,1993,192.89,684.9325,58237672,22
Thailand,1994,208.01,892.9406,58722767,22
Thailand,1995,225.78,1118.7181,59266089,22
Thailand,1996,246.60,1365.3183,59878955,22
Thailand,1997,252.48,1617.7966,60544937,22
Thailand,1998,230.23,1848.0229,61250974,22
Thailand,1999,240.96,2088.9801,61973957,22
Thailand,2000,242.26,2331.2355,62693322,22
Thailand,2001,253.25,2584.4813,63415174,22
Thailand,2002,264.57,2849.0516,64136669,22
Thailand,2003,277.70,3126.7543,64817254,22
Thailand,2004,296.16,3422.9189,65404522,22
Thailand,2005,305.25,3728.1683,65863973,22
Thailand,2006,308.63,4036.8026,66174486,22
Thailand,2007,319.17,4355.9694,66353572,22
Thailand,2008,323.65,4679.6148,66453255,22
Thailand,2009,320.90,5000.5099,66548197,22
Thailand,2010,342.74,5343.2508,66692024,22
Thailand,2011,339.52,5682.7751,66902958,22
Thailand,2012,360.86,6043.6322,67164130,22
Thailand,2013,369.43,6413.0632,67451422,22
Turkey,1990,199.88,199.8824,53994605,20
Turkey,1991,204.47,404.3551,54909508,20
Turkey,1992,215.72,620.0785,55811134,20
Turkey,1993,227.13,847.2079,56707454,20
Turkey,1994,225.74,1072.9464,57608769,20
Turkey,1995,244.63,1317.5731,58522320,20
Turkey,1996,263.48,1581.0502,59451488,20
Turkey,1997,273.61,1854.6595,60394104,20
Turkey,1998,277.44,2132.0965,61344874,20
Turkey,1999,276.98,2409.0776,62295617,20
Turkey,2000,303.28,2712.3578,63240157,20
Turkey,2001,278.35,2990.7061,64182694,20
Turkey,2002,288.45,3279.1515,65125766,20
Turkey,2003,299.43,3578.5843,66060121,20
Turkey,2004,304.93,3883.5149,66973561,20
Turkey,2005,316.13,4199.6473,67860617,20
Turkey,2006,342.70,4542.3484,68704721,20
Turkey,2007,369.53,4911.8755,69515492,20
Turkey,2008,368.07,5279.9458,70344357,20
Turkey,2009,363.33,5643.2799,71261307,20
Turkey,2010,375.01,6018.2904,72310416,20
Turkey,2011,395.90,6414.1922,73517002,20
Turkey,2012,420.35,6834.5471,74849187,20
Turkey,2013,408.46,7243.0045,76223639,20
United Arab Emirates,1990,74.64,74.6428,1811458,34
United Arab Emirates,1991,81.34,155.9847,1913190,34
United Arab Emirates,1992,80.08,236.0644,2019014,34
United Arab Emirates,1993,83.17,319.2307,2127863,34
United Arab Emirates,1994,90.00,409.2316,2238281,34
United Arab Emirates,1995,95.04,504.2666,2350192,34
United Arab Emirates,1996,98.82,603.0888,2467726,34
United Arab Emirates,1997,105.08,708.1656,2595220,34
United Arab Emirates,1998,108.31,816.4707,2733770,34
United Arab Emirates,1999,111.03,927.4981,2884188,34
United Arab Emirates,2000,110.09,1037.591,3050128,34
United Arab Emirates,2001,122.63,1160.2179,3217865,34
United Arab Emirates,2002,125.76,1285.9733,3394060,34
United Arab Emirates,2003,132.38,1418.3511,3625798,34
United Arab Emirates,2004,139.77,1558.1196,3975945,34
United Arab Emirates,2005,147.17,1705.2906,4481976,34
United Arab Emirates,2006,153.81,1859.0971,5171255,34
United Arab Emirates,2007,165.18,2024.2807,6010100,34
United Arab Emirates,2008,191.30,2215.5783,6900142,34
United Arab Emirates,2009,191.57,2407.1486,7705423,34
United Arab Emirates,2010,196.26,2603.4132,8329453,34
United Arab Emirates,2011,204.27,2807.6795,8734722,34
United Arab Emirates,2012,215.17,3022.8463,8952542,34
United Arab Emirates,2013,221.42,3244.2706,9039978,34
United Kingdom,1990,737.73,737.7344,57247586,8
United Kingdom,1991,745.64,1483.3772,57424897,8
United Kingdom,1992,721.39,2204.7625,57580402,8
United Kingdom,1993,702.72,2907.4833,57718614,8
United Kingdom,1994,692.30,3599.7833,57865745,8
United Kingdom,1995,674.56,4274.3399,58019030,8
United Kingdom,1996,690.00,4964.3432,58166950,8
United Kingdom,1997,660.52,5624.8674,58316954,8
United Kingdom,1998,657.35,6282.2158,58487141,8
United Kingdom,1999,648.60,6930.8149,58682466,8
United Kingdom,2000,648.38,7579.1903,58892514,8
United Kingdom,2001,656.15,8235.3421,59119673,8
United Kingdom,2002,635.52,8870.8594,59370479,8
United Kingdom,2003,643.62,9514.4784,59647577,8
United Kingdom,2004,640.30,10154.7823,59987905,8
United Kingdom,2005,634.55,10789.3366,60401206,8
United Kingdom,2006,634.88,11424.2163,60846820,8
United Kingdom,2007,620.90,12045.1209,61322463,8
United Kingdom,2008,605.23,12650.349,61806995,8
United Kingdom,2009,554.51,13204.8542,62276270,8
United Kingdom,2010,571.73,13776.5849,62766365,8
United Kingdom,2011,533.34,14309.9287,63258918,8
United Kingdom,2012,557.59,14867.5213,63700300,8
United Kingdom,2013,546.26,15413.7854,64128226,8
United States,1990,5866.64,5866.6396,249623000,1
United States,1991,5831.48,11698.1179,252981000,1
United States,1992,5914.71,17612.8265,256514000,1
United States,1993,6041.83,23654.6608,259919000,1
United States,1994,6122.58,29777.2438,263126000,1
United States,1995,6179.62,35956.8592,266278000,1
United States,1996,6339.44,42296.2951,269394000,1
United States,1997,6502.05,48798.3426,272657000,1
United States,1998,6511.31,55309.6537,275854000,1
United States,1999,6533.04,61842.6921,279040000,1
United States,2000,6728.36,68571.055,282162411,1
United States,2001,6684.73,75255.7842,284968955,1
United States,2002,6608.37,81864.1561,287625193,1
United States,2003,6680.59,88544.7476,290107933,1
United States,2004,6755.82,95300.5685,292805298,1
United States,2005,6764.54,102065.104,295516599,1
United States,2006,6681.79,108746.8976,298379912,1
United States,2007,6783.54,115530.441,301231207,1
United States,2008,6619.43,122149.8683,304093966,1
United States,2009,6225.67,128375.542,306771529,1
United States,2010,6470.91,134846.4473,309346863,1
United States,2011,6354.55,141200.9945,311718857,1
United States,2012,6193.28,147394.2768,314102623,1
United States,2013,6279.84,153674.113,316427395,1
Venezuela,1990,171.18,171.1796,19861959,25
Venezuela,1991,172.78,343.9583,20332247,25
Venezuela,1992,176.63,520.5898,20799471,25
Venezuela,1993,182.96,703.5473,21263994,25
Venezuela,1994,185.41,888.9557,21726808,25
Venezuela,1995,193.80,1082.7535,22188671,25
Venezuela,1996,208.48,1291.233,22649212,25
Venezuela,1997,215.07,1506.2995,23108003,25
Venezuela,1998,213.12,1719.4238,23565734,25
Venezuela,1999,202.39,1921.814,24023355,25
Venezuela,2000,213.07,2134.8792,24481477,25
Venezuela,2001,217.45,2352.3339,24940223,25
Venezuela,2002,217.99,2570.3209,25399143,25
Venezuela,2003,215.63,2785.9515,25857553,25
Venezuela,2004,220.11,3006.0589,26314483,25
Venezuela,2005,237.05,3243.109,26769115,25
Venezuela,2006,226.65,3469.7629,27221228,25
Venezuela,2007,229.96,3699.7191,27670659,25
Venezuela,2008,263.27,3962.9905,28116716,25
Venezuela,2009,262.69,4225.6769,28558607,25
Venezuela,2010,263.45,4489.1288,28995745,25
Venezuela,2011,248.39,4737.5209,29427631,25
Venezuela,2012,253.83,4991.3482,29854238,25
Venezuela,2013,268.43,5259.7756,30276045,25
Vietnam,1990,70.51,70.513,66016700,30
Vietnam,1991,73.52,144.0317,67242400,30
Vietnam,1992,76.21,220.239,68450100,30
Vietnam,1993,83.05,303.2897,69644500,30
Vietnam,1994,88.98,392.2713,70824500,30
Vietnam,1995,94.17,486.4398,71995500,30
Vietnam,1996,102.10,588.5391,73156700,30
Vietnam,1997,109.84,698.3781,74306900,30
Vietnam,1998,119.29,817.6635,75456300,30
Vietnam,1999,122.95,940.6092,76596700,30
Vietnam,2000,130.87,1071.476,77630900,30
Vietnam,2001,135.65,1207.126,78620500,30
Vietnam,2002,149.26,1356.3901,79537700,30
Vietnam,2003,156.53,1512.9231,80467400,30
Vietnam,2004,175.07,1687.9965,81436400,30
Vietnam,2005,182.14,1870.1317,82392100,30
Vietnam,2006,187.75,2057.8847,83311200,30
Vietnam,2007,199.72,2257.6001,84218500,30
Vietnam,2008,212.31,2469.9093,85118700,30
Vietnam,2009,231.51,2701.4153,86025000,30
Vietnam,2010,247.89,2949.3073,86932500,30
Vietnam,2011,247.25,3196.5594,87860300,30
Vietnam,2012,245.60,3442.1618,88809200,30
Vietnam,2013,256.76,3698.9224,89759500,30
